Cation,Anion,Meilleure Solubilite,Temp Opt,Temps Opt,Cellulose Opt
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,COc1cc(Br)c(C=C2SC(=S)N(c3cccc(C(=O)[O-])c3)C2=O)cc1OC,1.3909,200,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,C=C(C)C(=O)OC(OCCC(F)(F)C(F)(F)S(=O)(=O)[O-])(C(=O)OC1CCCCC1)C(F)(F)F,1.7740,200,0.5,cellulose
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,O=C([O-])c1ccc(N=Cc2ccc(OCc3ccc(F)cc3)cc2)cc1,1.0515,200,10.0,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,O=C([O-])CN1C(=O)SC(=Cc2c(Cl)cccc2Cl)C1=O,0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,CS(=O)(=O)C(c1nnc(CNNS(=O)[O-])o1)c1nc2cc(-c3cncnc3)ccc2s1,3.9433,200,0.5,cellulose
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,C=C(C)C[C@H]1N(c2cccc(OC)c2)C(=O)[C@H]2[C@H](C(=O)[O-])[C@@H]3C=C[C@]21O3,1.1170,200,10.0,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,CCCCCCCCCCCCCCCCCC([O-])=NC1CC1,0.5258,200,10.0,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,CCCCCCCCCCCCCC=CC(O)C(C[O-])NC(=O)OC(C)(C)C,1.0063,200,10.0,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,COc1ccc(CCNC(=O)C=CC(=O)[O-])cc1OC,0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,COc1cc(C(=O)C=Cc2cccc(F)c2)ccc1OCC(=O)[O-],0.4985,200,10.0,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,CN1CC(c2cccc(Cl)c2)(C2CCCCC2)[N-]C1=N,0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,O=C([O-])C=CC(=O)Oc1ccc(Cl)cc1Cc1ccccc1,0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,C=CC(C)CCCC(C)CCCC(C)=CCCC(C)C(=O)[O-],0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,CO[C@@H]1[C@@H](OC)[C@H](C)O[C@@H](ON=Cc2ccc(-c3ncn(-c4ccc(S(=O)[O-])cc4)n3)cc2)[C@@H]1OC,44.7413,200,10.0,MCC
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,O=C([O-])c1ccc(NC2Cc3ccccc3C2)cc1,0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,C[C@@H]1O[C@@H](OCCCCCC[C@@H](O)CC(=O)[O-])[C@H](O)C[C@H]1O,0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,Cc1ccc(-c2cnn(-c3ccc(C)c(CNC(=O)[O-])c3)n2)c(C)c1,0.9468,200,10.0,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,COc1cccc(C=Nc2ccc(S(=O)(=O)N=C(C)[O-])cc2)c1O,0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,O=S([O-])NCc1cccc(C2CCN(Cc3cn(-c4ccccc4)nn3)CC2)n1,2.6139,200,0.5,MCC
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,Cc1ccc(C=CC(=O)Nc2ccc(S(=O)(=O)[N-]c3ncccn3)cc2)cc1,1.4006,200,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,CCn1cc(C(=O)[O-])c(=O)c2cnc(N3CCN(C(=S)NC(=O)c4cccs4)CC3)nc21,6.8579,200,0.5,cellulose
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,CC(C)(C)[C@H]1CCc2c(sc(NC(=O)c3ccccc3Cl)c2C(=O)[O-])C1,0.9930,200,10.0,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,O=C(OCC(F)(F)SOO[O-])C1C2CC3CC(C2)CC1C3,0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,C=C(F)C(=O)OC(OCCC(F)(F)C(F)(F)S(=O)(=O)[O-])(C(=O)OC)C(F)(F)F,0.5244,200,10.0,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,COc1cc([NH-])ccc1N1CCC(O[Si](C(C)C)(C(C)C)C(C)C)CC1,0.8732,200,10.0,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,Cc1cc(C=Nc2ccc(Cl)c(C(=O)[O-])c2)c(C)n1-c1cccc(Cl)c1,1.0142,200,10.0,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,COC(=O)CN1C(=O)SC(=Cc2ccc(-c3ccc(C(=O)[O-])c(Cl)c3)o2)C1=O,1.4155,200,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,Cc1cccc(-c2ccccc2C(=O)N2CCC2C[NH-])c1,0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,O=S(=O)([C-]1S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)S1(=O)=O)C(F)(F)C(F)(F)F,0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,CCc1cccc2c3c([nH]c12)[C@](CC)(CC(=O)[O-])OCC3,0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,C=C(C(=O)[O-])c1cc2c(Nc3ccc4[nH]ccc4c3)ncnc2cc1OCCCCN(C)C,9.9652,200,5.0,cellulose
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,COc1cc(NC(=O)[O-])ccc1B1OC(C)(C)C(C)(C)O1,0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,COc1ccc(C2=NN(C(=O)CCCC(=O)[O-])[C@@H](c3ccccc3)C2)cc1OC,1.9668,200,0.5,MCC
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,CON([O-])c1ccc(OP(=O)(N[C@@H](C)C(=O)OC(C)C)Oc2ccccc2)cc1,1.3823,200,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,CC(=NN=C1NC(=O)[C@@H](CC(=O)[O-])S1)c1cccnc1,0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,CC(C)(C)OC([O-])=NC1CCCC[C@H]1CN1CCC(F)(F)CC1,0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,[BH3-][C]1N2CCCC2=NN1c1c(F)c(F)c(F)c(F)c1F,0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,COc1ccccc1N1CCN(C(=O)CCC(=O)[O-])CC1,0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,CNc1nc(C(F)(F)F)nc2c1ncn2-c1cccc(N(C)S(=O)[O-])c1,1.0101,200,10.0,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,O=C(Nc1ccn([C@H]2CC[C@@H](C(O)c3ccccc3C(=O)[O-])O2)c(=O)n1)c1ccccc1,7.1728,200,0.5,cellulose
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,O=C([O-])N1CC2CCCC2C1Oc1cccc(C(F)(F)F)c1,0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,CS(=O)CCCCC(=NOS(=O)(=O)[O-])SC1OC(CO)C(O)C(O)C1O,0.5913,200,10.0,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,O=C([O-])c1cc(-c2ccccc2)sc1-n1cccc1,0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,O=C([O-])c1c[nH]c2c(=O)[nH]c3ccc(CCc4ccccc4)cc3c12,1.0415,200,10.0,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,C[C@@H](Oc1ccc(C=C2SC(=Nc3ccc(F)cc3)NC2=O)cc1)C(=O)[O-],1.1910,200,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,O=C([O-])N1CCN(CCCc2cccc(Br)c2)CC1,0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,CC1C(=O)N(c2ccc(C(=O)[O-])cc2)C(=O)C1CC(C)[Si](C)(C)C,0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,COc1ccc(C(=O)Nc2ccccc2)cc1N(c1cc(Br)c(Br)s1)S(=O)[O-],1.4259,200,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,CN(C)c1ccc(NC(=O)[C@@H]2CC=CC[C@@H]2C(=O)[O-])cc1,0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,CCC(=O)N1CCC2(CC1)OC[C@H](C(=O)[O-])N2C(=O)c1ccccc1C,1.0314,200,10.0,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,CC(=O)N1[C@@H](c2ccc(C(C)C)cc2)c2[nH]c3ccccc3c2C[C@H]1C(=O)[O-],1.5384,200,0.5,cellulose
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,O=C(C(Cc1cc(Cl)c(O)c(Cl)c1)[C@H]1CC(N2CCc3ccccc3NC2=O)CCN1C(=O)[O-])N1CCN(C2CCNCC2)CC1,6526.3999,160,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,CC(C)(C)OC(=O)NCC(N=Cc1ccccc1)c1cn([O-])c2ccc(I)cc12,1.5319,200,0.5,cellulose
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,Cc1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)cn1C(C)C,1.0142,200,10.0,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,Cc1c(C(=O)[O-])cccc1-c1ccc(C=C2SC(=O)NC2=O)o1,0.4777,200,10.0,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,O=C(O)c1cc(Cl)ccc1N=Nc1c([O-])ccc2ccccc12,0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,COc1ccc(C(OCC2C(C)C2C(=O)[O-])(c2ccccc2)c2ccc(OC)cc2)cc1,8.8137,200,2.0,MCC
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,CCCCS(=O)(=O)C[C@@H](NC(=O)c1ccncc1)C(=O)[O-],0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,CC(=O)N[C@H]1C([C@H](O)[C@H](O)CO)O[C@](OS(=O)[O-])(C(=O)O)[C@@H](F)C1O,0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,CC1CCC(C(=O)N(c2nn(C3=CCC(O)CC3)cc2C(=O)[O-])C(C)C)CC1,1.3970,200,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,CSC[C@H](NC(=O)COc1ccc2c3c(c(=O)oc2c1)CCCC3)C(=O)[O-],1.1522,200,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,O=C([O-])c1cc(Cl)ccc1NS(=O)(=O)c1ccc(F)c(F)c1,0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,O=C([O-])Nc1ccc(Cl)c(N=C2NC(=O)C(=Cc3ccc4ncccc4c3)S2)c1,2.0445,200,0.5,MCC
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,Cc1ccc(CCCNS(=O)[O-])cc1Nc1ncccc1-c1ncnc2nc[nH]c12,3.4151,200,2.0,cellulose
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,NC(N)=NC(=O)N[C@H]1C[C@H](OP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)C[C@@H]2O)[C@@H](CO)O1,38.3007,200,0.5,MCC
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,CCCCCCCCCCCCCCCCSC(=S)[S-],0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,O=C(O)[C@@H](Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)OC(=O)N1CCC(C2CCc3ccccc3NN2[O-])CC1,115.2585,200,5.0,cellulose
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,C[C@H](Pc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C1=CC=CC1=C1C=CC=C[C-]1P(c1ccccc1)c1ccccc1,424.9788,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,O=C(C1=NO[C@H]2C(=O)N(c3ccccc3N([O-])O)C(=O)[C@H]12)c1ccc2ccccc2c1,5.8761,200,5.0,cellulose
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,Nc1ccc2ncnc([N-]c3ccc(OCc4cccnc4)c(Cl)c3)c2c1,1.4159,200,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,CCCc1cccnc1-c1ccc2c(c1)N(C(CC)S(=O)(=O)[O-])c1ccccc1S2,2.4733,200,0.5,cellulose
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,Cc1ccc(Cl)cc1NC(=O)[C@H]1[C@@H](C(=O)[O-])[C@H]2C=C[C@@H]1C2,0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,O=C([O-])CSc1nccn1CCSC(c1ccccc1)(c1ccccc1)c1ccccc1,9.4399,200,0.5,cellulose
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,CC1(C)C[C@@H]([C@H](CC(=O)[O-])Cc2ccccc2)CCO1,0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,CCCc1c(OCc2ccc(C(O)c3cccc(C(=O)[O-])c3)cc2)ccc(C(C)=O)c1O,4.0655,200,0.5,cellulose
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,O=C([O-])c1cc2nsnc2cc1OCCN1CCOCC1,0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,C=CCn1c(NCc2ccccc2[N-]S(=O)(=O)c2ccc(C)cc2)nc2ccccc21,4.2748,200,2.0,cellulose
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,COc1ccc(C2NC(=O)N([C@@H](Cc3ccccc3)C(=O)Nc3nc(C(=O)[O-])cs3)C2=O)cc1C,23.4822,200,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,O=C([O-])C1=C(c2cc(F)c(F)cc2F)CCC2(C1)OCCO2,0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)P(=O)([O-])C[C@@H](Cc1ccccc1)C(=O)O,8.0603,200,0.5,MCC
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,Cc1ccc(O[B-]2(Oc3ccc(C)cc3C)Oc3c(C)cc(C)cc3-c3cc(C)cc(C)c3O2)c(C)c1,41.3540,200,5.0,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,COc1ccc(C=Cc2cc(O)cc(O[C@@H]3O[C@H](COC(=O)CC(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)c2)cc1O,17.0146,200,0.5,cellulose
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,CC(C)(C)N(C(=O)[O-])C1(c2ccc(-c3nc4c(cc3-c3ccccc3)NC(=O)CCN4)cc2)CCC1,26.8351,200,5.0,cellulose
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,O=C([O-])c1cc(C=Cc2c(F)c(F)c(F)c(F)c2F)nc2ccccc12,1.0024,200,10.0,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,Cc1cccc(C)c1NC(=O)C(C#N)=Cc1ccc(-c2ccc(C(=O)[O-])cc2)o1,1.7860,200,0.5,cellulose
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,CCCCN(CCCC)c1ccc(C=CC2O[B-](OC(C)=O)(OC(C)=O)Oc3c2ccc2ccccc32)cc1,120.6055,200,2.0,MCC
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,CC(=O)Nc1c(I)cc(I)cc1C(=O)OC(C(C)C)C(F)(F)C(=O)[O-],0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,O=C(C1CC2CC1C1C3CCC(C3)C21)C(F)(F)S(=O)[O-],0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,O=C(OCCC1(CCO)CCCCC1)C(F)(F)SOO[O-],0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,CC1(C)S[C@@H]2[C@H](N=C([O-])C(c3ccccc3)S(=O)(=O)O)C(=O)N2[C@H]1C(=O)O,0.9937,200,10.0,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,COC12CC(C(=O)Nc3ccc(N(O)O)cn3)=C([O-])[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5,221.7107,200,10.0,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,[NH-]C1(Cc2ccccc2)CCC(Oc2ccc3c(c2)CCC(c2ccccc2)O3)CC1,6.0267,200,0.5,cellulose
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,O=C(OC1C2CC3CC(C2)C(OCC2CO2)C1C3)C(F)(F)S(=O)(=O)[O-],1.0051,200,10.0,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,O=C(Cc1ccccc1)NC1=CC(C(=O)[O-])N2C(=O)C[C@H]2S1,0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,Cn1c(C(F)(F)F)cc(=O)c2ccc(CNNS(=O)[O-])cc21,0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,COc1ccc(-c2oc3c(C)cc(C)cc3c(=O)c2OCC(=O)[O-])cc1,1.0040,200,10.0,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,C=C(C)C(C(=O)[O-])N1C(=O)C(NC(=O)Cc2ccccc2)C1S(=O)Cl,0.5016,200,10.0,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,Cc1ccc(-c2nn(CCC#N)cc2C=CC(=O)[O-])cc1,0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,O=C(Cc1ccccc1)N[C@@H]1C(O)C=C(C(=O)[O-])OC1[C@H](O)[C@H](O)CO,0.9237,200,10.0,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,Cc1cc(Cl)ccc1O[C@H](C)C(=O)NNC(=O)[C@H]1[C@@H]2CC[C@@H](C2)[C@@H]1C(=O)[O-],1.1936,200,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,COc1ccc2c(c1)cc([PH-])c(=O)n2CCOC(C)(C)CCO,0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,COc1ccc(CN([O-])Cc2ccc(OC)cc2)cc1,0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,CCCCCC(CC)OC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)[O-],0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,COc1ccc(C(=O)Nc2ccc(S(=O)(=O)[N-]c3ncccn3)cc2)cc1OC,1.6644,200,0.5,cellulose
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,Cc1c(CN([C@@H]2CC(F)(F)CCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)ccc(C(=O)[O-])c1F,3.7983,200,2.0,cellulose
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,CCC12COCCN1c1nc(-c3snnc3-c3ccccc3)ncc1N=C2[O-],2.3268,200,0.5,MCC
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,Cc1cccc(NC(=O)N2CCN(c3nc(C(=O)[O-])nc4sc(-c5ccc(F)cc5)cc34)CC2)c1,31.8691,200,5.0,MCC
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,NC(=O)c1cc(CN(C(=O)[O-])C2CC3(CCN(c4ccc(-c5ccc(F)cc5)cn4)CC3)C2)on1,25.2738,200,2.0,MCC
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,O=C([O-])c1ccc(C=c2sc3n(c2=O)[C@H](c2cccs2)C2=C(N=3)c3ccccc3CC2)cc1,21.9077,200,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,N#CC1CCOCCC1n1nc(Nc2ccc(S(=O)[O-])cc2)c2c(=O)[nH]ccc21,2.0686,200,0.5,cellulose
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,CCOc1ccc2ccccc2c1CNC(=O)Cc1nc(C)c(C(=O)[O-])s1,1.2279,200,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,O=C(NCC(=O)N1C(c2ccccc2)CCC1c1ccccc1O)Nc1cccc(C(=O)[O-])c1,17.1975,200,0.5,cellulose
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,CN(C)S(=O)(=O)N1CCC(C(=O)[O-])(c2ccccc2)CC1,0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,O=C([O-])COc1ccc(-c2nc3ccccc3s2)cc1,0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,CCOc1cccc(-c2nn(-c3ccccc3)cc2C=C2SC(=S)N(CCC(=O)[O-])C2=O)c1,10.7767,200,0.5,cellulose
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,O=C([O-])CCCCNC(=O)CCCCCNC(=O)c1ccccc1,0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,CCC1(C(=O)[O-])C(=O)CC2CN(C(=O)OC(C)(C)C)CC1N2C(=O)OC(C)(C)C,1.0253,200,10.0,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,C[C@@]1(c2ccccc2)C[C@H]1C(=O)NNC(=O)c1ccccc1C(=O)[O-],1.0119,200,10.0,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,Cn1nnnc1C(C=C[C@@H](O)CC(=O)CC(=O)[O-])=C(c1ccc(F)cc1)c1ccc(F)cc1,6.3747,200,0.5,cellulose
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,CC1(C)OB(c2ccc(CCN(c3cc4oc(Cc5ccc(F)cc5)c(C(N)=O)c4cc3C3CC3)S(=O)[O-])c(F)c2)OC1(C)C,2837.8047,160,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,CCc1ccc(S(=O)(=O)[N-]S(=O)(=O)c2ccc(CC)cc2)cc1,0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,Cc1nn(C2CCN(C(=O)OC(C)(C)C)C2)c2cc(F)c(C(=O)[O-])cc12,0.9717,200,10.0,Avicel
